,Make,Model,Variant,Ex-Showroom_Price,City_Mileage,Cylinders,Highway_Mileage,Drivetrain,Emission_Norm,Fuel_Type,Body_Type,Kerb_Weight,Gears,Ground_Clearance,Power_Steering,Power,Doors,Type,Audiosystem,Aux-in_Compatibility,Boot_Space,Child_Safety_Locks,Number_of_Airbags
297,Bmw,X5,Xdrive40I M Sport,8290000,11.44,6.0,18.56,AWD (All Wheel Drive),BS IV,Petrol,SUV,1790,8,152.0,Electric Power,340HP@4000rpm,5.0,Automatic,CD Player with USB & Aux-in,Yes,650,Yes,8.0
298,Ford,Mustang,Fastback V8,7462000,10.0,8.0,13.0,RWD (Rear Wheel Drive),BS IV,Petrol,"Sedan, Coupe",1790,6,137.0,Electro-Hydraulic,401PS@6550RPM,3.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,650,Yes,8.0
299,Jeep,Grand Cherokee,Limited,7882867,12.8,6.0,13.0,AWD (All Wheel Drive),BS IV,Diesel,SUV,2432,6,206.0,Electro-Hydraulic,240PS@3600rpm,5.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,1025,Yes,6.0
300,Jeep,Grand Cherokee,Summit,8931819,12.8,6.0,13.0,AWD (All Wheel Drive),BS IV,Diesel,SUV,2455,6,206.0,Electro-Hydraulic,240PS@3600rpm,5.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,1025,Yes,6.0
301,Jeep,Grand Cherokee,Srt,11400000,12.8,8.0,13.0,AWD (All Wheel Drive),BS IV,Petrol,SUV,2458,8,210.0,Yes,468 bhp @ 6250 rpm,5.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,1025,Yes,7.0
302,Jeep,Grand Cherokee,Summit Petrol,7515000,12.8,6.0,13.0,AWD (All Wheel Drive),BS IV,Petrol,SUV,2455,8,210.0,Electric Power,286PS@6350rpm,5.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,1025,Yes,6.0
303,Jeep,Mercedes-Benz E-Class Cabriolet,E400,7711338,4.5,6.0,8.5,AWD (All Wheel Drive),BS IV,Petrol,Convertible,1640,8,210.0,Electric Power,334PS@6000RPM,2.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,540,Yes,6.0
305,Porsche,718,Boxster,8995000,9.0,4.0,7.4,RWD (Rear Wheel Drive),BS IV,Petrol,Convertible,1440,7,210.0,Hydraulic Power,300PS@6500rpm,2.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,460,Yes,4.0
306,Porsche,718,Cayman,8595000,9.0,4.0,7.4,RWD (Rear Wheel Drive),BS IV,Petrol,Coupe,1440,7,210.0,Hydraulic Power,300PS@6500rpm,2.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,460,Yes,4.0
307,Porsche,Mercedes-Benz Gls,350 Cdi,8820000,6.5,6.0,10.5,AWD (All Wheel Drive),BS IV,Diesel,SUV,2535,7,307.0,Electric Power,258PS@3600rpm,4.0,Automatic,CD Player with Aux-in,Yes,460,Yes,9.0
308,Porsche,Mercedes-Benz Gls,63 Amg,19199181,9.0,8.0,12.0,AWD (All Wheel Drive),BS IV,Petrol,SUV,2580,7,307.0,Electric Power,557PS@5500RPM,4.0,Automatic,CD Player with USB & Aux-in,Yes,540,Yes,9.0
309,Porsche,Mercedes-Benz Gls,400 4Matic,8776900,9.0,8.0,12.0,AWD (All Wheel Drive),BS IV,Petrol,SUV,2580,7,307.0,Electric Power,333PS@5250rpm,4.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,540,Yes,9.0
310,Porsche,Mercedes-Benz Gls,Grand Edition Petrol,8690000,9.0,8.0,12.0,AWD (All Wheel Drive),BS IV,Petrol,SUV,2580,7,307.0,Electric Power,333PS@5250rpm,4.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,540,Yes,9.0
311,Porsche,Mercedes-Benz Gls,Grand Edition Diesel,8690000,6.5,6.0,10.5,AWD (All Wheel Drive),BS IV,Diesel,SUV,2535,7,307.0,Electric Power,258PS@3600rpm,4.0,Automatic,CD Player with Aux-in,Yes,540,Yes,9.0
312,Toyota,Land Cruiser Prado,Vx L,9630000,7.0,4.0,11.0,4WD,BS IV,Diesel,SUV,2535,5,307.0,Electric Power,173PS@3400rpm,5.0,Automatic,DVD Player with USB & Aux-in,Yes,540,Yes,7.0
313,Lexus,Rx 450H,450Hl Luxury,9900000,18.8,6.0,11.0,AWD (All Wheel Drive),BS IV,Petrol,SUV,2195,5,307.0,Electric Power,262PS@6000rpm,4.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,540,Yes,1.0
314,Audi,Rs5,Coupe,11141200,18.8,8.0,11.0,AWD (All Wheel Drive),BS IV,Petrol,Coupe,1770,7,160.0,Electric Power,450PS@5700-6700rpm,2.0,Automatic,DVD Player with USB & Aux-in,Yes,465,Yes,6.0
315,Bmw,7-Series,730Ld Design Pure Excellence,12290000,13.5,6.0,16.46,AWD (All Wheel Drive),BS VI,Diesel,Sedan,1770,8,152.0,Hydraulic Power,265PS@4000RPM,4.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,515,Yes,8.0
316,Bmw,7-Series,730Ld Design Pure Excellence Signature,13200000,13.5,6.0,16.46,AWD (All Wheel Drive),BS VI,Diesel,Sedan,1770,8,152.0,Hydraulic Power,265PS@4000RPM,4.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,515,Yes,8.0
317,Bmw,7-Series,730Ld M Sport,13510000,13.5,6.0,16.46,AWD (All Wheel Drive),BS VI,Diesel,Sedan,1770,8,152.0,Electric Power,265PS@4000RPM,4.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,515,Yes,8.0
318,Bmw,7-Series,740Li Design Pure Excellence Signature,13510000,13.5,6.0,16.46,AWD (All Wheel Drive),BS VI,Petrol,Sedan,1770,8,152.0,Hydraulic Power,340PS@5500-6500RPM,4.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,515,Yes,8.0
319,Bmw,7-Series,745Le Xdrive,16500000,13.5,6.0,16.46,AWD (All Wheel Drive),BS VI,Hybrid,Sedan,1770,8,152.0,Hydraulic Power,286PS@5000-6000RPM,4.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,500,Yes,8.0
320,Bmw,7-Series,M760Li Xdrive,24250000,13.5,12.0,16.46,AWD (All Wheel Drive),BS VI,Petrol,Sedan,1770,8,152.0,Hydraulic Power,609PS@5400-6500RPM,4.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,500,Yes,8.0
321,Audi,Q8,55 Tfsi Quattro Tiptronic,13359500,13.5,4.0,16.46,AWD (All Wheel Drive),BS VI,Petrol,SUV,2115,8,200.0,Electro-Hydraulic,340PS@5000rpm,5.0,Automatic,DVD Player with USB & Aux-in,Yes,605,Yes,8.0
322,Audi,Mercedes-Benz S-Class,S 350 D,13558438,9.0,6.0,13.5,RWD (Rear Wheel Drive),BS IV,Diesel,Sedan,2132,7,140.0,Electric Power,258PS@3600rpm,4.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,530,Yes,8.0
323,Audi,Mercedes-Benz S-Class,S 450,13976653,5.4,6.0,7.81,RWD (Rear Wheel Drive),BS IV,Petrol,Sedan,2113,7,109.0,Electro-Hydraulic,333PS@6000RPM,4.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,510,Yes,8.0
324,Audi,Mercedes-Benz S-Class,Amg S 63 Coupe,25500000,5.4,8.0,7.8,AWD (All Wheel Drive),BS IV,Petrol,Coupe,2080,7,140.0,Electric Power,450PS@5500-6000RPM,2.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,400,Yes,8.0
325,Maserati,Levante,Diesel,14512054,5.2,6.0,6.2,AWD (All Wheel Drive),BS IV,Diesel,SUV,2080,6,140.0,Electro-Hydraulic,275PS@4000rpm,4.0,Automatic,DVD Player with USB & Aux-in,Yes,580,Yes,6.0
326,Maserati,Levante,Gransport,14863774,5.2,6.0,6.2,AWD (All Wheel Drive),BS IV,Diesel,SUV,2080,6,140.0,Electro-Hydraulic,350PS@5750rpm,5.0,Automatic,DVD Player with USB & Aux-in,Yes,580,Yes,6.0
327,Maserati,Levante,Granlusson,15383399,5.2,6.0,6.2,AWD (All Wheel Drive),BS IV,Diesel,SUV,2080,6,140.0,Electro-Hydraulic,430PS@5750rpm,5.0,Automatic,DVD Player with USB & Aux-in,Yes,580,Yes,6.0
328,Maserati,Mercedes-Benz G-Class,Amg G 63,21875136,5.2,8.0,6.2,AWD (All Wheel Drive),BS VI,Petrol,SUV,2560,9,205.0,Electric Power,585hp@6000rpm,5.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,480,Yes,1.0
329,Maserati,Mercedes-Benz G-Class,G 350D,15000000,5.2,6.0,6.2,AWD (All Wheel Drive),BS VI,Diesel,SUV,2453,9,241.0,Electric Power,289PS@1200rpm,5.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,480,Yes,1.0
330,Audi,A8 L,55 Tfsi Quattro,15600000,5.2,8.0,6.2,AWD (All Wheel Drive),BS VI,Petrol,Sedan,2030,8,241.0,Electro-Hydraulic,340PS@5000rpm,4.0,Automatic,DVD Player with USB & Aux-in,Yes,505,Yes,6.0
331,Maserati,Granturismo,Sport,17229579,4.6,8.0,5.0,RWD (Rear Wheel Drive),BS IV,Petrol,Coupe,1880,6,100.0,Electro-Hydraulic,460PS@7000RPM,2.0,Automatic,DVD Player with USB & Aux-in,Yes,261,Yes,6.0
332,Maserati,Quattroporte,Granlusso,17900000,5.2,6.0,6.2,RWD (Rear Wheel Drive),BS VI,Diesel,Sports,1925,6,100.0,Electro-Hydraulic,275PS@7000rpm,4.0,Automatic,DVD Player with USB & Aux-in,Yes,530,Yes,6.0
333,Lexus,Lc 500H,Coupe,19600000,5.2,6.0,6.2,AWD (All Wheel Drive),BS IV,Hybrid,Coupe,1985,6,100.0,Electric Power,299PS@6600rpm,2.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,133,Yes,8.0
334,Lexus,Mercedes-Benz Maybach,S650,27308312,5.2,12.0,6.2,AWD (All Wheel Drive),BS IV,Petrol,Sedan,2200,7,100.0,Electro-Hydraulic,630PS@4800RPM,4.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,510,Yes,8.0
335,Lexus,Mercedes-Benz Maybach,S560,19890000,7.81,8.0,7.8,AWD (All Wheel Drive),BS IV,Petrol,Sedan,2200,9,100.0,Electro-Hydraulic,453PS@5500RPM,4.0,Automatic,CD Player with USB & Aux-in,Yes,530,Yes,8.0
336,Porsche,Panamera,Turbo,21263000,7.1,8.0,7.8,AWD (All Wheel Drive),BS IV,Petrol,Sedan,2045,7,215.0,Hydraulic Power,550PS@6000RPM,4.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,530,Yes,6.0
337,Porsche,Panamera,Turbo Executive,22613000,7.1,8.0,7.8,AWD (All Wheel Drive),BS IV,Petrol,Sedan,2045,7,215.0,Hydraulic Power,550PS@6000RPM,4.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,530,Yes,6.0
338,Porsche,Panamera,Turbo Sport Turismo,21747000,7.1,8.0,7.8,AWD (All Wheel Drive),BS IV,Petrol,Sedan,2045,7,215.0,Hydraulic Power,550PS@6000RPM,4.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,530,Yes,6.0
339,Lexus,Lx 450D,V8,23290000,18.0,8.0,7.8,FWD (Front Wheel Drive),BS IV,Diesel,SUV,2660,6,215.0,Yes,261PS@6000rpm,4.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,530,Yes,1.0
340,Lexus,Mercedes-Benz S-Class Cabriolet,S500,23491293,5.4,8.0,7.81,RWD (Rear Wheel Drive),BS IV,Petrol,Convertible,2115,6,215.0,Electric Power,455PS@5500RPM,2.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,530,Yes,8.0
341,Audi,R8,V10 Plus,27245000,7.8,10.0,7.8,AWD (All Wheel Drive),BS IV,Petrol,Coupe,1670,7,110.0,Electric Power,610PS@8250rpm,2.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,530,Yes,8.0
342,Lamborghini,Urus,V8,30000000,7.8,8.0,7.8,AWD (All Wheel Drive),BS IV,Petrol,SUV,2200,7,110.0,Yes,650PS@6000rpm,5.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,616,Yes,8.0
343,Bentley,Continental Gt,Coupe,33791059,5.3,12.0,8.6,AWD (All Wheel Drive),BS IV,Petrol,Coupe,2320,8,142.0,Electric Power,590PS@6000rpm,2.0,Automatic,DVD Player with USB & Aux-in,Yes,358,Yes,6.0
344,Ferrari,Portofino,V8 Convertible,35000000,6.0,8.0,9.0,AWD (All Wheel Drive),BS IV,Petrol,Convertible,1730,7,119.0,Electric Power,560PS@7500rpm,2.0,Automatic,CD Player with USB & Aux-in,Yes,240,Yes,4.0
345,Bentley,Bentayga,W12,45941557,9.6,12.0,13.1,AWD (All Wheel Drive),BS IV,Petrol,SUV,2422,8,119.0,Electro-Hydraulic,608PS@6000RPM,5.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,430,Yes,6.0
346,Bentley,Bentayga,V8,37542069,9.6,12.0,13.1,AWD (All Wheel Drive),BS IV,Petrol,SUV,2428,8,119.0,Electro-Hydraulic,550PS@6000RPM,5.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,430,Yes,6.0
347,Aston Martin,Db 11,V12,40456503,6.0,12.0,13.1,AWD (All Wheel Drive),BS IV,Petrol,Coupe,1680,8,130.0,Hydraulic Power,608PS@6500rpm,2.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,300,Yes,8.0
348,Ferrari,458 Speciale,Coupe,42531500,6.0,8.0,9.0,AWD (All Wheel Drive),BS IV,Petrol,Coupe,1395,7,113.0,Electric Power,605PS@9000rpm,2.0,Automatic,DVD Player with USB & Aux-in,Yes,230,Yes,5.0
349,Ferrari,Rolls-Royce Ghost Series Ii,6.6,46709733,10.5,12.0,14.2,RWD (Rear Wheel Drive),BS IV,Petrol,Sedan,2490,8,150.0,Electric Power,563PS@5250rpm,4.0,Automatic,DVD Player with USB & Aux-in,Yes,490,Yes,6.0
350,Ferrari,Rolls-Royce Ghost Series Ii,Ewb,53247201,10.5,12.0,14.2,RWD (Rear Wheel Drive),BS IV,Petrol,Sedan,2490,8,150.0,Electric Power,570 bhp @ 5250 rpm,4.0,Automatic,DVD Player with USB & Aux-in,Yes,490,Yes,6.0
351,Ferrari,Rolls-Royce Wraith,Coupe,50025840,4.7,12.0,10.2,AWD (All Wheel Drive),BS IV,Petrol,Coupe,2360,8,150.0,Electric Power,625PS@5600rpm,2.0,Automatic,DVD Player with USB & Aux-in,Yes,470,Yes,6.0
352,Bentley,Mulsanne,Sedan,52571294,6.2,8.0,9.5,RWD (Rear Wheel Drive),BS IV,Petrol,Sedan,2685,8,142.0,Electric Power,512PS@4200rpm,4.0,Automatic,DVD Player with USB & Aux-in,Yes,443,Yes,6.0
353,Bentley,Rolls-Royce Cullinan,Suv,69500000,6.2,12.0,9.5,AWD (All Wheel Drive),BS VI,Petrol,SUV,2753,8,142.0,Electric Power,563@5000rpm,5.0,Automatic,DVD Player with USB & Aux-in,Yes,443,Yes,6.0
354,Bentley,Rolls-Royce Phantom Coupe,6.8 L,77312661,10.2,12.0,14.8,RWD (Rear Wheel Drive),BS IV,Petrol,Coupe,2629,8,164.0,Electric Power,460PS@5350rpm,2.0,Automatic,DVD Player with USB & Aux-in,Yes,395,Yes,6.0
355,Bugatti,Chiron,W16,192142937,10.2,16.0,14.8,RWD (Rear Wheel Drive),BS VI,Petrol,Sports,1995,7,164.0,Electric Power,1479bhp@6700rpm,2.0,Automatic,CD Player with USB & Aux-in,Yes,395,Yes,6.0
356,Bugatti,Chiron,Sport,212155397,10.2,16.0,14.8,RWD (Rear Wheel Drive),BS VI,Petrol,Sports,1995,7,164.0,Electric Power,1600Nm@2000-6000rpm,2.0,Automatic,CD Player with USB & Aux-in,Yes,395,Yes,6.0
357,Bajaj,Qute (Re60),Qcar,263000,10.2,16.0,14.8,RWD (Rear Wheel Drive),BS IV,Petrol,Hatchback,1995,5,164.0,Electric Power,13bhp@5500rpm,4.0,Manual,Not on offer,Yes,20,Yes,6.0
358,Bajaj,Qute (Re60),Qcar Cng,283000,10.2,16.0,14.8,RWD (Rear Wheel Drive),BS IV,CNG,Hatchback,1995,5,164.0,Electric Power,12bhp@5500rpm,4.0,Manual,Not on offer,Yes,20,Yes,6.0
359,Maruti Suzuki,Alto,Std,294800,10.2,3.0,14.8,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,730,5,160.0,Electric Power,48PS@6000rpm,5.0,Manual,Not on offer,Yes,20,Yes,6.0
360,Maruti Suzuki,Alto,Std (O),299900,10.2,3.0,14.8,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,732,5,160.0,Electric Power,48PS@6000rpm,5.0,Manual,Not on offer,Yes,20,Yes,2.0
361,Maruti Suzuki,Alto,Lxi,352900,10.2,3.0,14.8,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,755,5,160.0,Electric Power,47hp@6000rpm,5.0,Manual,Not on offer,Yes,20,Yes,2.0
362,Maruti Suzuki,Alto,Lxi (O),357200,10.2,3.0,14.8,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,757,5,160.0,Yes,48PS@6000rpm,5.0,Manual,Not on offer,Yes,20,Yes,1.0
363,Maruti Suzuki,Alto,Vxi,376100,10.2,3.0,14.8,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,762,5,160.0,Yes,48PS@6000rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,20,Yes,2.0
364,Maruti Suzuki,Alto,Lxi Cng (Cng +,405570,10.2,3.0,14.8,FWD (Front Wheel Drive),BS VI,CNG + Petrol,Hatchback,755,5,160.0,Electric Power,47hp@6000rpm,5.0,Manual,Not on offer,Yes,20,Yes,2.0
365,Maruti Suzuki,Alto,Lxi (O) Cng (Cng +,409190,10.2,3.0,14.8,FWD (Front Wheel Drive),BS VI,CNG + Petrol,Hatchback,757,5,160.0,Yes,48PS@6000rpm,5.0,Manual,Not on offer,Yes,20,Yes,1.0
366,Maruti Suzuki,Alto,Vxi Plus,389600,10.2,3.0,14.8,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,762,5,160.0,Yes,48PS@6000rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,20,Yes,2.0
367,Maruti Suzuki,S-Presso,Std,370500,10.2,3.0,14.8,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,726,5,160.0,Yes,67PS@5500rpm,5.0,Manual,Not on offer,Yes,20,Yes,1.0
368,Maruti Suzuki,S-Presso,Std (O),376500,10.2,3.0,14.8,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,726,5,160.0,Yes,67PS@5500rpm,5.0,Manual,Not on offer,Yes,20,Yes,2.0
369,Maruti Suzuki,S-Presso,Lxi,409000,10.2,3.0,14.8,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,726,5,160.0,Yes,67PS@5500rpm,5.0,Manual,Not on offer,Yes,20,Yes,1.0
370,Maruti Suzuki,S-Presso,Lxi (O),415000,10.2,3.0,14.8,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,726,5,160.0,Yes,67PS@5500rpm,5.0,Manual,Not on offer,Yes,20,Yes,2.0
371,Maruti Suzuki,S-Presso,Vxi,432500,10.2,3.0,14.8,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,726,5,160.0,Yes,67PS@5500rpm,5.0,Manual,USB & Aux-in,Yes,20,Yes,1.0
372,Maruti Suzuki,S-Presso,Vxi (O),438500,10.2,3.0,14.8,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,726,5,160.0,Yes,67PS@5500rpm,5.0,Manual,USB & Aux-in,Yes,20,Yes,2.0
373,Maruti Suzuki,S-Presso,Vxi Ags,475500,10.2,3.0,14.8,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,726,5,160.0,Yes,67PS@5500rpm,5.0,AMT,USB & Aux-in,Yes,20,Yes,1.0
374,Maruti Suzuki,S-Presso,Vxi+,456000,10.2,3.0,14.8,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,726,5,160.0,Electric Power,67PS@5500rpm,5.0,Manual,USB & Aux-in,Yes,20,Yes,2.0
375,Maruti Suzuki,S-Presso,Vxi (O) Ags,481500,10.2,3.0,14.8,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,726,5,160.0,Yes,67PS@5500rpm,5.0,AMT,USB & Aux-in,Yes,20,Yes,2.0
376,Maruti Suzuki,S-Presso,Vxi+ Ags,499000,10.2,3.0,14.8,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,726,5,160.0,Electric Power,67PS@5500rpm,5.0,AMT,USB & Aux-in,Yes,20,Yes,2.0
377,Maruti Suzuki,Celerio,Lxi,426289,23.0,3.0,14.8,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,810,5,165.0,Electric Power,68PS@6000rpm,5.0,Manual,Not on offer,Yes,235,Yes,2.0
378,Maruti Suzuki,Celerio,Vxi,465138,23.0,3.0,22.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,810,5,165.0,Electric Power,68PS@6000rpm,5.0,Manual,Not on offer,Yes,235,Yes,2.0
379,Maruti Suzuki,Celerio,Vxi At,508138,23.0,3.0,22.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,810,5,165.0,Electric Power,68PS@6000rpm,5.0,Automatic,Not on offer,Yes,235,Yes,2.0
380,Maruti Suzuki,Celerio,Zxi,490924,23.0,3.0,22.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,810,5,165.0,Electric Power,68PS@6000rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,235,Yes,1.0
381,Maruti Suzuki,Celerio,Zxi (Opt),531279,23.0,3.0,22.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,810,5,165.0,Electric Power,68PS@6000rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,235,Yes,2.0
382,Maruti Suzuki,Celerio,Vxi Cng Mt,530000,23.0,3.0,22.0,FWD (Front Wheel Drive),BS VI,CNG,Hatchback,810,5,165.0,Electric Power,59PS@6000rpm,5.0,Manual,Not on offer,Yes,235,Yes,2.0
383,Maruti Suzuki,Celerio,Zxi Ags,533924,23.0,3.0,22.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,830,5,165.0,Electric Power,68PS@6000rpm,5.0,Automatic,CD Player with USB & Aux-in,Yes,235,Yes,1.0
384,Maruti Suzuki,Celerio,Lxi Mt (O),434659,23.0,3.0,22.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,830,5,165.0,Electric Power,68PS@6000rpm,5.0,Manual,Not on offer,Yes,235,Yes,2.0
385,Maruti Suzuki,Celerio,Vxi (O) Mt,472257,23.0,3.0,22.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,810,5,165.0,Electric Power,68PS@6000rpm,5.0,Manual,Not on offer,Yes,235,Yes,2.0
386,Maruti Suzuki,Celerio,Vxi (O) Ags,515257,23.0,3.0,22.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,810,5,165.0,Electric Power,68PS@6000rpm,5.0,Automatic,Not on offer,Yes,235,Yes,2.0
387,Maruti Suzuki,Celerio,Zxi (O) Ags,543279,23.0,3.0,22.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,830,5,165.0,Electric Power,68PS@6000rpm,5.0,Automatic,CD Player with USB & Aux-in,Yes,235,Yes,2.0
388,Hyundai,Grand I10 Prime,Era T Crdi,551530,24.0,3.0,24.0,FWD (Front Wheel Drive),BS IV,Diesel,Hatchback,830,5,165.0,Electric Power,71PS@4000rpm,5.0,Manual,Not on offer,Yes,256,Yes,2.0
389,Hyundai,Grand I10 Prime,Era T+ Crdi,568930,24.0,3.0,24.0,FWD (Front Wheel Drive),BS IV,Diesel,Hatchback,830,5,165.0,Electric Power,71PS@4000rpm,5.0,Manual,Not on offer,Yes,256,Yes,1.0
390,Hyundai,Grand I10 Prime,Era T Vtvt,460369,18.9,4.0,19.77,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,1003,5,165.0,Electric Power,83PS@6000rpm,5.0,Manual,Not on offer,Yes,256,Yes,1.0
391,Hyundai,Grand I10 Prime,Era T+ Vtvt,477511,18.9,4.0,19.77,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,1003,5,165.0,Electric Power,83PS@6000rpm,5.0,Manual,Not on offer,Yes,256,Yes,1.0
392,Hyundai,Grand I10 Prime,Era T+ Cng Vtvt,545946,18.9,4.0,19.77,FWD (Front Wheel Drive),BS IV,CNG,Hatchback,935,5,165.0,Electric Power,83PS@6000rpm,5.0,Manual,Not on offer,Yes,256,Yes,1.0
393,Hyundai,Grand I10 Prime,Era T Cng Vtvt,528804,18.9,4.0,19.77,FWD (Front Wheel Drive),BS IV,CNG,Hatchback,935,5,165.0,Electric Power,83PS@6000rpm,5.0,Manual,Not on offer,Yes,256,Yes,1.0
394,Mahindra,Kuv100 Nxt,K2 6Str,488194,15.5,3.0,18.15,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,935,5,170.0,Electric Power,82PS@5500RPM,5.0,Manual,Not on offer,Yes,243,Yes,1.0
395,Mahindra,Kuv100 Nxt,K2+ 6Str,532184,15.5,3.0,18.15,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,935,5,170.0,Electric Power,82PS@5500RPM,5.0,Manual,Not on offer,Yes,243,Yes,2.0
396,Mahindra,Kuv100 Nxt,K2 D 6Str,590798,22.25,3.0,25.32,FWD (Front Wheel Drive),BS IV,Diesel,Hatchback,935,5,170.0,Electric Power,77PS@3750RPM,5.0,Manual,Not on offer,Yes,243,Yes,2.0
397,Mahindra,Kuv100 Nxt,K2+ D 6Str,619243,22.25,3.0,25.32,FWD (Front Wheel Drive),BS IV,Diesel,Hatchback,935,5,170.0,Electric Power,77PS@3750RPM,5.0,Manual,Not on offer,Yes,243,Yes,2.0
398,Mahindra,Kuv100 Nxt,K4+ D 6Str,667273,22.25,3.0,25.32,FWD (Front Wheel Drive),BS IV,Diesel,Hatchback,935,5,170.0,Electric Power,77PS@3750RPM,5.0,Manual,Not on offer,Yes,243,Yes,2.0
399,Mahindra,Kuv100 Nxt,K4+ 6Str,579645,15.5,3.0,18.15,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,935,5,170.0,Electric Power,82PS@5500RPM,5.0,Manual,Not on offer,Yes,243,Yes,2.0
400,Mahindra,Kuv100 Nxt,K6+ 6Str,631144,15.5,3.0,18.15,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,935,5,170.0,Electric Power,82PS@5500RPM,5.0,Manual,CD Player with USB & Aux-in,Yes,243,Yes,2.0
401,Mahindra,Kuv100 Nxt,K6+ D 6Str,754548,22.25,3.0,25.32,FWD (Front Wheel Drive),BS IV,Diesel,Hatchback,935,5,170.0,Electric Power,77PS@3750RPM,5.0,Manual,CD Player with USB & Aux-in,Yes,243,Yes,2.0
402,Mahindra,Kuv100 Nxt,K8 6Str,693550,15.5,3.0,18.15,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,935,5,170.0,Electric Power,82PS@5500RPM,5.0,Manual,CD Player with USB & Aux-in,Yes,243,Yes,2.0
